English,Tulu
Krishna doesn't care about anything.,ಕೃಷ್ಣೆ ದಾದೆನ್‍ಲಾ ಚಿಂತೆ ಮಲ್ಪುಜೆ
Thorny bunnies of the forest running waving their wings,ಪಟಪಟ ರೆಕ್ಕೆ ಪಕ್ಕೆಲೆನ್ ಪಂದಾವೊಂದು ಬಲಿತೊಂದಿತ್ತಿನ ಕಾಡ್ ಮುಂಡೆವು ಪುಂಡು ಪುಂಡದೆಲು
Jagdish is empty-handed,ಜಗದೀಶೆ  ಖಾಲಿ-ಮಲ್ತೊಂದುಲ್ಲೆ
Darshan leaves,ದರ್ಶನೆ ಬುಡ್ಪೆ
The sugarcane worship of Ganapati is very beautiful.,ಗಣಪತಿಗ್ ಕಂರ್ಬುದ ಆರಾಧನೆ ಬಾರೀ ಪೊರ್ಲುಡೇ ನಡಪುಂಡು
Sumathi doesn't seem to be giving birth,ರಾಮಣ್ಣೆ ಬತ್ತೆರ್ ಪದೆತ್ತಿಲ ಅಡೆಗ್ ಬತ್ತೆರ್
"Realising this, the Bhairava king of Karkala was quick to act.",ಪಂದ್ ಎನ್ನಿದ್ ಕಾರ್ಲದ ಬೈರರಸು ಆಲೊಚನೆ ಮಲ್ತ್ ದುಂಬಡಿ ದೀಯೆ
Vihaan is the owner of the land,ವಿಹಾನೆ ಆ ಭೂಮಿದ ಧನಿಯಾತೆ
Vishwajeet is flying,ವಿಶ್ವಜಿತೆ  ರಾಪಾವೊಂದುಲ್ಲೆ
Discussion on Lokesh Kunchadke's demand for a grant for a three-way workshop in Sullia Taluk,ಸುಳ್ಯ ತಾಲೂಕ್‍ದ ಮೂಜಿ ಕಡೆಟ್ ನಡಪ್ಪಾವುನ ಕಜ್ಜಕೊಟ್ಯದ ಬಗೆಟ್ ಲೋಕೇಶ್ ಕುಂಚಡ್ಕೆ ಮೇರ್ ಗ್ರಾಂಟ್‍ಗ್ ಬೇಡಿಕೆ ದೀತ್‍ನ ಬಗೆಟ್ ಚರ್ಚೆ
Chinmaya is running out of words,ಚಿನ್ಮಯೆ ಪಾತೆರೊನು ಜಾರವೊಂದುಲ್ಲೆ
"While giving clothes to his waist, his mother asked him, ""What is your source of debt?""",ಅಂಡುಗ್ ಅರ್ವ ಕೊರೊಂದು ಅಪ್ಪೆರ್ ಬೀರಕ್ಕೆ ಬೈದುಲು ನಿನ್ನ ಸಾಲ ದಾನೆ ಮೂಲ ದಾನೆ ಬರಿ ದಾನೆ ಬಂದ್ರ ದಾನೆ ಕೆಂಡೆರ್
A share is thrown out of the house as a distraction for the family.,ಕುಟುಂಬದ ವಿಚಾರಡು ಅಲ್ಲೊಲ ಕಲ್ಲೊಲ ಆದ್ ಒಂಜಿ ಪಾಲುನ್ ಆ ಇಲ್ಲುರ್ದ್ ಪಿದಾಯಿ ಪಾಡುವೆರ್
The potential achieves,ವಿಭವೆ  ಸಾಧಿಸವೆ
The bell is ringing,ಭಕ್ತಿಡಾರತಿ ಪೂಜೆ ಕೊರ್ಪೂ ಸನ್ನಿದಿಡ್‌
Dhanyalakshmi in the form of a necklace inside the house,ಕುರಲ್ ದ ರೂಪೂಡು ಧಾನ್ಯಲಕ್ಷ್ಮಿನ್ ಇಲ್ಲದ ಉಲಯಿ
Delicious snack A little served porridge rather than a lot of food,ರುಚಿಕಟ್ಟುದ ಬಂಜಿ ದಿಂಜ ಒಣಸುಡ್ದು ಆದರೊಡು ಒಂತೆ ಬಳಸಿನ ಗಂಜಿ
Lord Narayana faints while pulling the tip of the little finger,ಕಿರುಬೆರೆಳುದ ನೆತ್ತೆರ್ ವೊಯಿಪುನಗ ನಾರಾಯಣ ದೇವೆರ್ ಮತಿ ತತ್ತ್ ದು ಬೂರಿಯೆರ್
The astrologer prepared the said assets,ಬಲ್ಯಾಯೆ ಪಂಡಿ ಸೊತ್ತುಲೆನ್ ತಯಾರ್ ಮಲ್ತೆರ್
The desire to have enough,ಯಾವು ಪನ್ಪಿನ ಆಸೆ
The Moon Runs,ಚಂದ್ರೆ  ಬುಡ್ಪೆ
Kartik makes a fuss,ಕಾರ್ತಿಕೆ ಉಪದ್ರ ಮಲ್ಪುವೆ
Who do I have to ask?,ಯಾನ್ ಎರೆನ್ ಕೆನೊಡ್
Where does the people in the core of this proverb benefit him?,ಈ ಗಾದೆದ ಉಳ ತಿರ್ಲ್ ಜನಕುಳು ತನಕು ಒಲ್ಪ ಪ್ರಯೋಜನ ಉಂಡಾ
Searching for the seven sluggish earthworms during the day,ಏಳ್ ಜಿಡೆತ್ತ ನಕ್ಕುರುನು ಪಗೆಲ್ಡ್ ಒರ್ಬೊಡಿ ಅಬತಾರಕಟ್ಟೊಂದು ನಾಡೊಂದುಲ್ಲ
"In addition, the idol's calf needs a bamboo ladder and a patterned cane rope to lift the flute.",ಇತೆ ಅತ್ತಂದೆ ಮೂರ್ತೆದ ಬಿರುವಗ್ ತಾರಿಗ್ ಮಿತರಿಯರ ಬೆದುರ ಕೆರ್ಪು ಬೊಕ್ಕ ಮಾದೆರುದ ಬೂರ ಬಲ್ಲ್ ಅಗತ್ಯವಾದ್ ಬೊಡು
The loom should be fastened to a cotton swab.,ಬೊಕ್ಕ ಮೈತ ಬೊಟ್ಟು ಪಾರ್ದು ಬಾಲೆದ ಕೈ ಕಾರು ಸರ್ತ ದೀಪೆರ್
"To this, Narayan Dev told Jima:",ಅಯಿಕ್ ನಾರಾಯಣ ದೇವೆರ್ ಜಿಮಾದಿಗ್ ಇಂಚ ಪಂಡೆರ್
"In this way, the worship of God was a little lost.",ಈ ರೀತಿಯಾದ್ ಒಂತೊಂತೆ ತತ್ತೊಂದು ಬತ್ತಿನ ದೈವಾರಾಧನೆ
Vithoba blames someone else,ವಿಠ್ಠಲೆ ಬೊಕ್ಕೊರಿಯನ್ ದೂಷಣೆ ಮಲ್ಪುವೆ
Sujaya is travelling to Bangalore,ಸುಜಯೆ ಬೆಂಗಳೂರುಗು ಪ್ರಯಾಣ ಮಲ್ತೊಂದುಲ್ಲೆ
Sugarcane is the main item used for offering prayers to Lord Ganesha.,ಗಣಪತಿಗ್ ಅರ್ಚನೆ ಮಲ್ಪುನಗ ಗಳಸುವ ಸೊತ್ತುಡು ಕಂರ್ಬು ಪ್ರಧಾನ
Vimala sleeps,ವಿಮಲೆ  ಜೆಪ್ಪುವೆ
Arpita worships,ಅರ್ಪಿತೆ  ಆರಾಧನೆ-ಮಲ್ಪುವೆ
Children born on the new moon are more proud,ಅಮಾಸೆದಾನಿ ಪುಟ್ಟಿನ ಜೋಕ್ಲೆಗ್ ಗರ್ವ ಜಾಸ್ತಿ
Mohan misbehaves,ಮೋಹನೆ ಚೇಷ್ಟೆ ಮಲ್ಪುವೆ
Write the sentences given here in the order in which the event occurred.,ಮುಲ್ಪ ಕೊರ್ತಿನ ವಾಕ್ಯೊಲೆನ್‌ ಘಟನೆ ನಡತಿನ ಪ್ರಕಾರ ಒ೦ಖೆಡ್ಜ್‌ ಬೊಕ್ಕ್ಟ ಒ೦ಖೆನ್‌ ಖರೆಲೆ
The next child should be shown the empty picture of the rice and the bowl where the bamboo pile Rajan has gone.,ನನ ನನತ ದುಂಬುದ ಜೊಕ್ಲೆಗ್ ಬೆದುರ ಪುಂಡೆಲ್ ರಾಜನ್ ಪೊಯಿನ ಅರಿ ಬೊಕ್ಕ ಕಣಿಲೆ ಖಾಲಿ ಚಿತ್ರಡೆ ತೊಜವೊಡಾವು
The sixth one is shouting slogans,ಆರವೆ ಘೋಷಣೆ ಪಾಡೊಂದುಲ್ಲೆ
Crying is not new to Tulutta.,ಬುಲಿಪು ಪನ್ಪುನವು ತುಳುವಪ್ಪೆಗ್ ಪೊಸತತ್ತ್
Chinmaya wants,ಚಿನ್ಮಯೆ  ಇಚ್ಚಿಸುವೆ
So why does the word Aje come together with all these names?,ಅಪಗಂಡ ಈ ಮಾತಾ ಪುದರ್ದ ಒಟ್ಟಿಗೆ ಅಜೆ ಪನ್ಪಿನ ಶಬ್ದ ದಾಯೆ ಬರ್ಪುಂಡು
Manikanta is soaking in the rain,ಮಣಿಕಂಠೆ ಬರ್ಸೊಗು ನನೆವೊಂದುಲ್ಲೆ
He joined Gandhi's non-cooperation movement and fought hard.,ಗಾ೦ದಿಯೆರ್ನ ಅಸಹಕಾರ ಚಳುವಳಿಡ್‌ಸೇರೊಂದು ಬೋಡಿತ್ತಿನಾತ್‌ ಪುಣೆಯೆರ್‌
There is a pig that has gone out of the group,ಗುಂಪುರ್ದ್ ಪಿದಾಯಿ ಪೊಯಿನ ಒಂಜೆ ಪಂಜಿ ಇಪ್ಪುಂಡು
So there were a couple of bullock carts in the town.,ಅಂಚದ್ ಊರುಡ್ ಒಂಜಿ ರಡ್ಡ್ ಇತ್ತಿನ ಬೋರುದ ಗಾಡಿ
Sri Sugunendra Theertha Swamiji has blessed Puttam.,ಪುತ್ತಿಗೆ ಶ್ರೀ ಸುಗುಣೇಂದ್ರ ತೀರ್ಥ ಸ್ವಾಮಿಲು ಆಶೀರ್ವಚನ ಮಲ್ತೆರ್.
"Don't eat rice until you get revenge, sleep won't be affected",ಪಗೆ ಬೂಟುನ ಮುಟ್ಟ ನುಪ್ಪು ನೀರ್ ಸೇರುಜಿ ನಿದ್ರೆ ಬರ್ಪುಜಿ
the sky is driving the vehicle,ಆಕಾಶೆ ಗಾಡಿ ಬುಡೊಂದುಲ್ಲೆ
I won't tell this to anyone.,ಯಾನ್ ಉಂದೆನ್ ಏರ್ಡಲ ಪನ್ಪುಜಿ
Sadanand Poojary Karkala thanked all those who participated in this special puja as per the guidelines of the lockdown to pray for the relief of Corona that has come to the world.,ಜಗತ್ತ್ ಗ್ ಬೈದಿನoಚಿನ ಕೊರೋನದ ನಿವಾರಣೆಗಾದ್ ಪ್ರಾರ್ಥನೆ ಮಲ್ಪರೆ ಲಾಕ್ ಡೌನ್ ದ ಮಾರ್ಗ ಸೂಚಿದ ಪ್ರಕಾರ ಈ ವಿಶೇಷ ಪೂಜೆಡ್ ಪಾಲ್ ಪಡೆಯಿನ ಸರ್ವೆರೆಗ್ಲಾ ಸದಾನಂದ್ ಪೂಜಾರಿ ಕಾರ್ಕಳ ಸೊಲ್ಮೆ ಸಂದೈತ ಮಲ್ತೆರ್.
akhil sings well,ಅಖಿಲೆ ಎಡ್ಡೆ ಪದ ಪನ್ಪೆ
The earth that listens to the sun and moon of the upper world,ಮಿತ್ತ ಲೋಕೊದ ಸೂರ್ಯ ಚಂದ್ರರೆನ್ ತಿರ್ತ ಭೂಮಿ
The farmer is in a hurry for field work,ಬೆನ್ನಿದಾಯೆ ಕಂಡೊದ ಬೇಲೆದ ಅಮಸರೊಡ್ ಉಲ್ಲೆ
I'll give you the money,ಪುಂಡಿ ಪಣವುದ ಪರಕೆ ಪಾಡುವೆ
Giving rice is called Annaprashana.,ದೆವಸ್ಥಾನಗ್ ಲೆತ್ತೊಂದು ಪೋಲೆ
I will do it,ಯಾನ್ ಮಲ್ತ್ ಕೊರ್ಪೆ
Advika is cheering him on,ಅದ್ವಿಕೆ ಆಯನ್ ಹುರಿದುಂಬಿಸಾವೊಂದುಲ್ಲೆ
I don't have anything in my house when guests want to give you something to eat.,ಬಿನ್ನೆರೆ ಈರೆಗು ತಿನೆರ ಕೊರೋಡು ಪನ್ನಗ ಎನ್ನ ಇಲ್ಲಡು ದಾಲ ಇಜ್ಜಿ
Candidates who will be appearing for the exam can download the admit card from the official website of ICSI.,ಪರೀಕ್ಷೆ ಬರೆಯರೆ ಉಪ್ಪುನ ಅರ್ಜಿದಾರೆರ್ ಐಸಿಎಸ್​​ಐನ ಅಧಿಕೃತ ವೆಬ್​ಸೈಟ್ ರ್ದ್ ಅಡ್ಮಿಟ್ ಕಾರ್ಡ್​ನ್ ಡೌನ್​ಲೋಡ್ ಮಲ್ಪೋಲಿ .
Kalamma heard and knew that the dream would come true in the morning.,ಪುಲ್ಯನಗ ಬೂರ್ನ ಕನ ನಿಜ ಆಪುಂಡು ಪನ್ಪುನೆನ್ ಕೇಂದ್ ತೆರಿದಿತ್ತಲ್ ಕಾಳಮ್ಮ
Chinmaya needs to go out,ಚಿನ್ಮಯೆ ಪಿದಯಿ ಪೋಪಿನ ಅಗತ್ಯ ಉಂಡು
The sky is loving,ಆಕಾಶೆ ಪ್ರೀತಿಪರನಾತೆ
A marriage that's wrong,ತಪ್ಪಂದ್ ಪಂದ್ ಮದಿಮೆ
Ajit laughs beautifully,ಅಜಿತೆ ಪೊರ್ಲುಡು ತೆಲಿಪುವೆ
Indian-made cane sticks made of raw wood to the right of the hand,ಪಜ್ಜಿ ಮರನ್ ಸಿಗಿತುದ್ ಮಲ್ತಿನ ದುನ್ನದಿಂಜಿನ ಬಡು ದೋಂಟೆಲೆನ್ ಕೈ ಬಲಕ್
Ginger garlic paste,ಬೋಲೆ ಕಿರೆಂಗ್ ಮರಕಿರೆಂಗ್ ತುಪ್ಪೆಕಿರೆಂಗ್
Vihaan is pushing him.,ವಿಹಾನೆ ಆಯನ್ ನೂಕೊಂದುಲ್ಲೆ
Advika is holding,ಅದ್ವಿಕೆ ಪತೊಂದೆನೆ
arya is cheering,ಆರ್ಯೆ ಹುರಿದುಂಬಿಸಾವೊಂದುಲ್ಲೆ
Abhishek does the duty,ಅಭಿಷೇಕೆ ಕೆಲಸ ಮಲ್ಪುವೆ
Now the question for Tulunadu Parashuram Srishti,ಇತ್ತೆ ತುಳುನಾಡ್ ಪರಶುರಾಮ ಸೃಷ್ಟಿ ಪನ್ಪುನಕ್ಲೆಗ್ ಪ್ರಶ್ನೆ
Another person's zeal for making mistakes leads to a sense of righting the way we are going.,ನನ ಕುಡೊರಿಯನ ತಪ್ಪು ಪೆಜ್ಜುನ ಉಮೇದುರ್ದ್ ನಮ ನಡಪುನ ಸಾದಿನ್ ಸರಿಮನ್ತೊನ್ನ ಗೇನ ಪುಟ್ಟುಂಡ್
There are days when jackfruit is cut without porridge and gone without food for a day.,ಗಂಜಿ ಮಲ್ಪಂದೆ ಪೆಲಕಯಿ ಕುತ್ತುದು ಒಂಜಿ ಪೊರ್ತು ಒಣಸ್ದಾಂತೆ ಕರಿದಿನ ದಿನಲಾ ಉಂಡು
A lockdown-style curfew is in place in the city to contain the spread of the coronavirus.,ಕೊರೊನಾ ನಿಯಂತ್ರಣ ಮಲ್ಪುನ ನೆಲೆಟ್ಟ್ ಲಾಕ್‌ಡೌನ್‌ ಮಾದರಿದ ಕರ್ಫ್ಯೂ ಪೇಂಟೆಡ್ ಜಾರಿಡ್ ಉಂಡು
They live on this earth like half dead.,ಅರ್ದ ಸೈತಿಲಕನೇ ಈ ಭೂಮಿಡ್ ಬದ್ಕೊಂದುಲ್ಲೆರ್
ajita is healthy,ಅಜಿತೆ ಆರೋಗ್ಯವಂತೆಯಾತೆ
Then the chicken should be released.,ಬೊಕ್ಕ ಆ ಕೊರಿದ ಬುಡೊಡ್
Prasanna is kissing,ಪ್ರಸನ್ನೆ  ಮುತ್ತ-ಕೊರೊಂದುಲ್ಲೆ
The Wise One Pronounces,ವಿವೇಕೆ ಉಚ್ಚಾರ-ಮಲ್ಪುವೆ
Aurobindo sings the song,ಅರವಿಂದೆ ಪದ ಪನ್ಪೆ
You will be the mother of one or three children,ಜೋಕುಲಿಜ್ಜಿ ಪಂತಿನ ಲಚ್ಚನದಾಲ್
It is divided into four,ನಾಲ್ ಬಾಗ ಆತು
arya is emptying the meal,ಆರ್ಯೆ ವಣಸ್‍ನ್ ಖಾಲಿ ಮಲ್ತೊಂದುಲ್ಲೆ
Prahlad worships Shiva,ಪ್ರಹ್ಲಾದೆ ಶಿವನ ಆರಾಧನೆ ಮಲ್ಪುವೆ
"Sitting on one stool, they place their feet on the other stool.",ಬೊಕ್ಕ ಬಾಲೆ ಮೀಪಾವುನಾರ್ ರಡ್ಡ್ ಮಣೆ ದೀದು
ramesanne will come on tuesday,ರಮೇಶಣ್ಣೆ ಅಂಗಾರೆ ಬರ್ಪೆರ್
The bell is played loudly in the courtyard of the house,ನಲಿಪಿಯರ ಬತ್ತ್ಀನಕ್ಲೆನ ಕೈಟ್ ಗಂಟೆಮಣಿ ಇಪ್ಪುಂಡು
A woman's mind is a man's thought within creation as she searches for the beginning of life.,ಜೀವೊದ ಆದಿನ್ ನಾಡೊಂದು ಪೊನಗ ಸೃಷ್ಟಿದುಲಯಿಡ್ ಪೊಣ್ಣ ಉಡಲ್ದ ಆಣ ಆಲೋಚನೆತ ಜುಮಾದಿ ತಿಕ್ಕೊಂಡೆ
Vinay is pushing him.,ವಿನಯೆ ಆಯನ್ ನೂಕೊಂದುಲ್ಲೆ
There is a ritual for the purification of the body for peace of mind.,ಮನಃಶಾಂತಿ ದೇಹಸುದ್ಧಿಗಾದ್ ಮೀಪಿ ಕ್ರಮೊ ಉಪ್ಪುನಿ
"Once in a while, you'll say something",ಒರೊರ ದಾದಂಡಲಾ ಇಸಯ ಬತ್ತುಂಡ ಪನ್ಪೆರ್
How can I forget the sadness that brought my true religion to mind with the joy that I am a Hindu?,ಯಾನೊರಿ ಹಿಂದು ಪನ್ಪಿನ ಕುಸಿತೊಟ್ಟುಗು ಎನ್ನ ಸತ್ಯೊ ಧರ್ಮನ್ ಮದೆಕ್ ಪಾಡಿನ ದುಖನ್ ಮರೆಪುನೆಂಚ
You should stop selling nuts from today,ಇನಿಡ್ದು ಈರ್ ಕಾಯಿ ಮಾರುನ ಬುಡೊಡು
"Bring the pearl ruby. """,ಮುತ್ತು ಮಾಣಿಕ್ಕ ಕೊ೦ಡುಬಲೆ” ಪಂಡೆ
"There is only one truth, even if there is no answer to it.",ಪನ್ಪುನೆಕ್ ಉತ್ತರ ಇಜ್ಜಿಂಡಲಾ ಒಂಜಿ ಮಾತ್ರ ಸತ್ಯ ಉಂಡು
The surveyor leads with responsibility,ಸರ್ವೇಶೆ ಜವಾಬ್ದಾರಿಡ್ ಮುತಾಲಿಕೆನ್ ವಹಿಸುವೆ
This is our pride.,ಉಂದುವೆ ನಮ್ಮ ಪೆರ್ಮೆದ  ಬಾವುಟ
"Before that, it was celebrated by keeping an idol of Ganesha at home.",ಅಯಿಕ್ ದುಂಬು ಇಲ್ಲ್ ಇಲ್ಲಡ್ ಗಣೇಶನ ಮೂರ್ತಿ ದೀದ್ ಆಚರಣೆ ಮಲ್ತೊಂದಿತ್ತೆರ್
But the Tuluva children are from the root of our cultivation.,ಅಂಡ ನಮ್ಮ ಸಾಗೊಲಿದ ಮೂಲೊರ್ದೆ ಬತ್ತಿನ ತುಳುವ ಜೊಕ್ಲೆ
Ajit is thanking him,ಅಜಿತೆ ಆಯಗ್ ಸೊಲ್ಮೆ ಸಂದಯ್‍ತ ಮಲ್ತೊಂದುಲ್ಲೆ
"While standing at the door of the barn and calling, Oni hung up on the short road.",ಕಿದೆ ಬಾಕಿಲುಡ್ ಉಂತುದ್ ಲೆಪ್ಪುನಗ ವೊಣಿ ವೊರುಂಕುಡು ಓಕೊಂಡೆ
Watch the news of the jackfruit fair held in Brahmavar town last August.,ಕರಿನ ಆಗಸ್ಟ್ ತಿಂಗೊಲುಡು ಬ್ರಹ್ಮಾವರ ಊರುಡು ಆಯಿನ ಪೆಲಕಾಯಿ ಮೇಳದ ವಾರ್ತೆನು ತೂಲೆ
Everyone has to pass the exam.,ಪರೀಕ್ಷೆ. ಉಂದೆಟ್ಟ್ ಮಾತೆರ್ಲ ಪಾಸ್ ಆವೊಡು.
Gemini cleans the house,ವಿಥುನೆ ಇಲ್ಲನ್ ಸ್ವಚ್ಛಮಲ್ಪುವೆ
Love for two brothers,ರಡ್ಡ್ ಪಲಯೆಲ್ಲೆಗ್ಲ ರಮ್ಯನ
God is the Decider,ಸುಮತಿಯಕ್ಕನ ಸಮಸ್ಯೆಗ್ ಲಚ್ಚನದಲೆರ್ದ್
to make it difficult for them to,ಅಕ್ಲೆಗ್ ಬಂಗ ಆಯೆರೆ
There is a symbolic dance of Karangol on that day.,ಒಂಜಿ ಪಜೆಟ್ಟ್ ಪಾಡ್ಀದ್ ಮಾಸೊದ ಅಡಿಗೆ ಮಾಲ್ತ್ಀದ್ ಬಲಸ್ಸುವೆರ್
Some people are listening to the sound of the god's hose being stitched into the pulley by his companion or carer as he sits down to paint it.,ದೈವೊದ ನಲಿಕೆದಾಯೆ ಅರ್ದಲ ಪಾಡ್ಯರ ಕುಲ್ಲುನಗ ಆಯನ ಜತೆಟ್ಟ್ ಪಿರವುರ್ದ್ ಜತೆಗಾರೆ ಯಾ ಗಾರ್ತಿ ತೆಂಬರೆ ಬೊಟ್ಟುನಗ ಅಯಿಟ್ ಬರ್ಪಿ ನಾದನ್ ಕೆಲವೆರ್ ಕೇನೊಂದಿಪ್ಪುವೆರ್
Karangolu is the name of a dance.,ಕರಂಗೋಲು ಕುಣಿತ ಸಂಪೊಲಿಪುಲೆ
Write a word that doesn't belong in the group,ಕೂಟೊಗು ಸೇರ೦ದಿ ಪದೊನು ಖರೆಲೆ
Kartik is healthy,ಕಾರ್ತಿಕೆ ಆರೋಗ್ಯವಂತೆಯಾತೆ
Hence the trade of carts with oxen.,ಅಂಚದ್ ಬೊರಿದೊಟ್ಟುಗ್ ಗಾಡಿಲೆನ ಬ್ಯಾರ
Vineesh writes,ವಿನಿಶೆ  ಬರೆಪೆ
Jackfruit is an essential item in the temple.,ಪೆಲತ್ತ ಇರೆ ದೇವಸ್ಥಾನೊಡು ದೈವಸ್ಥಾನೊಡು ಅಗತ್ಯೊಗ್ ಬೋಡಾಯಿನ ವಸ್ತು
Bring a bowl of curd and a bowl of curd.,ಪೊಟ್ಟು ಗಟ್ಟಿ ಚಪ್ಪೆ ಅಡ್ಯೆ ಪೊಡಿ ಬಜಿಲ ಬಲಿ ಕೊನೆಯರೆ ಬಲ ಬಲೀಂದ್ರ
Ashwatthya goes fast,ಅಶ್ವಥೆ ಬೀಸ ಪೋಪೆ
Learned Pitta Nettigere's pride is on the rise,ಕಲ್ತಿ ಪಿತ್ತ ನೆತ್ತಿಗೇರ್ದ್ ಅಂಕರದ ಮದ ಏರ್ದುಂಡು
Advaita is driving the vehicle,ಅದ್ವೆತೆ ಗಾಡಿ ಬುಡೊಂದುಲ್ಲೆ
"If you were yourself, you'd be stupid.",ನಿನ್ನಾತಿಗೆ ಈ ಇತ್ತ ಪಂದಾಂಡ ಎಡ್ಡೆ ಪಂದ್ ಬೊಬ್ಬೆ ಪಾಡಿಯೆ
The relationship of the Supreme Being with the near and the far is also a spiritual complementary principle.,ಕೈತಲ್ ದೂರ ಎನ್ನಣಗ ಜೀವ ಪರಮಾತ್ಮ ಸಂಬಂಧಲಾ ಅಧ್ಯಾತ್ಮಿಕ ಪರಿಪೂರಕ ತತ್ವ
Sivananda has to go out.,ಶಿವಾನಂದೆ ಪಿದಯಿ ಪೋಡಾಪುಂಡು
Mahesh is playing,ಮಹೇಶೆ ಪನೊಂದುಲ್ಲೆ
Money can be made today or tomorrow.,ಕಾಸ್ ಇನಿ ಅತ್ತ್ಂಡ ಎಲ್ಲೆಲ ಮಲ್ಪೊಲಿ
It is true that the policy,ರೀತಿ ನೀತಿ ಕಟ್ಟ್ ಕಟ್ಟಲೆ ಮಲ್ತೊಂದ್ ಬೈದಿನವು ಸತ್ಯ
Manikanta wants to play,ಮಣಿಕಂಠೆ ಗೊಬ್ಬರೆ ಇಚ್ಚಿಸುವೆ
This is the secret of the root of the story of Siri of Satyanapur.,ಉಂದು ಸತ್ಯನಾಪುರತ್ತ ಸಿರಿ ಕತೆತ್ತ ನಾಗಮೂಲದ ಗುಟ್ಟು
The sky is protesting,ಆಕಾಶೆ  ಪ್ರತಿಭಟಿಸವೊಂದುಲ್ಲೆ
Ask the boy how much his salary is.,ಆನಗ್ ಸಂಬಳ ಏತುಂಡುಂದು ಕೇನ್ವೇರ್
AIS is doing so much for Tulu.,ತುಳುಕಾತ್ರೊ CIS ಈತೊಂಜಿ ಬೆನೊಂದುಂಡು.
These festivals were not simply born out of the light or mischief of Diwali.,ಪರ್ಬದ ತುಡರ್ ಆವಡ್ ಕೆಡ್ಡಸ ಆವಡ್ ಈ ಪರ್ವೊಲು ಪೊಕ್ಕಡೆ ಪುಟುದುಜಿ
The vision is telling the truth,ದರ್ಶನೆ ಸತ್ಯ ಪನೊಂದುಲ್ಲೆ
"Deputy Commissioner Dr. Rajendra KV said that though the central market of the city has been shifted to Bycampady, some people are trading near the central market as they are violating the COVID-19 rules and allowing the spread of infection.",ಪೇಂಟೆದ ಕೇಂದ್ರ ಮಾರುಕಟ್ಟೆನ್ ಬೈಕಂಪಾಡಿಗ್ ಸ್ಥಳಾಂತರ ಮಲ್ತ್ ತುಂಡಲ ಕೆಲವು ಜನ ಕೋವಿಡ್-19 ನಿಯಮ ಉಲ್ಲಂಘನೆ ಮಲ್ತ್ ದ್ ಸೋಂಕು ಪರಡರೆ ಅನುವು ಮಲ್ತ್ ಕೊರ್ಪಿನ ನೆಲೆಟ್ಟ್ ಕೇಂದ್ರ ಮಾರುಕಟ್ಟೆದ ಕೈತಲ್ ಬೇರ ಮಲ್ತೊಂದು ಉಲ್ಲೆರ್ ಅಂಚಾದ್ ಈ ಪರಿಸರ ಡ್ ಬೇರ ಮಲ್ಪರೆ ಅವಕಾಶ ಇಜ್ಜಿ ಪಂದ್ ದ.ಕ.ಜಿಲ್ಲಾಧಿಕಾರಿ ಡಾ.ರಾಜೇಂದ್ರ ಕೆ.ವಿ. ತೆರಿಪಾದೆರ್ .
